household_id,timestamp,energy_kwh,temperature,humidity,is_holiday
HH_001,2025-01-01 00:00:00,0.4240237469313753,8.400396388084163,76.51144562432985,1
HH_001,2025-01-01 01:00:00,0.5156862893175159,7.048327016792019,70.19095471733363,1
HH_001,2025-01-01 02:00:00,0.4055421723878676,8.090959580856108,70.67762711282234,1
HH_001,2025-01-01 03:00:00,0.41222254742306313,9.540268253160834,75.8134600335424,1
HH_001,2025-01-01 04:00:00,0.4730789352521223,7.30409509648231,73.40419560917528,1
HH_001,2025-01-01 05:00:00,0.4785425432104529,7.939794213535108,71.4688838109816,1
HH_001,2025-01-01 06:00:00,0.7159869042731164,11.488245996966157,74.88717026513088,1
HH_001,2025-01-01 07:00:00,0.7434276586762847,11.23530268702435,71.24499617590631,1
HH_001,2025-01-01 08:00:00,0.675104581071186,10.415215194802641,69.5976587738158,1
HH_001,2025-01-01 09:00:00,0.3114399800718423,12.9685430194941,70.53744111892051,1
HH_001,2025-01-01 10:00:00,0.3614421131551536,12.424300234486376,65.91495962831677,1
HH_001,2025-01-01 11:00:00,0.3212214031551301,13.249259268095873,70.75173101986971,1
HH_001,2025-01-01 12:00:00,0.22793309749386792,14.946471796191874,62.91922180528313,1
HH_001,2025-01-01 13:00:00,0.3353648817559246,12.113209711874646,66.7746298459862,1
HH_001,2025-01-01 14:00:00,0.292332910316067,12.532050024935518,68.941785129127,1
HH_001,2025-01-01 15:00:00,0.228833227931027,14.139698784999883,60.671956179143635,1
HH_001,2025-01-01 16:00:00,0.307857054827407,13.064281708341188,64.2533591474248,1
HH_001,2025-01-01 17:00:00,0.8787598415111353,14.419224897344169,69.47279624210871,1
HH_001,2025-01-01 18:00:00,1.005294168756154,11.757390660423253,70.51202025634053,1
HH_001,2025-01-01 19:00:00,0.9959596882918289,10.036247402112217,67.68346839549064,1
HH_001,2025-01-01 20:00:00,0.8876838184516452,13.3178999270874,67.23627333211688,1
HH_001,2025-01-01 21:00:00,1.2512824307625283,9.745486142565182,73.55042549663186,1
HH_001,2025-01-01 22:00:00,0.5455907552681881,9.220719080736956,75.39093392089228,1
HH_001,2025-01-01 23:00:00,0.6809867465251257,6.153877369638695,69.3404091173057,1
HH_001,2025-01-02 00:00:00,0.5684651716434338,6.76093139072538,70.02437744494071,0
HH_001,2025-01-02 01:00:00,0.5455887575075096,7.344287672059436,74.79141046581287,0
HH_001,2025-01-02 02:00:00,0.5559130068072872,5.315116726517456,76.16727835396122,0
HH_001,2025-01-02 03:00:00,0.4674367908957006,7.741450815013145,73.21843316417191,0
HH_001,2025-01-02 04:00:00,0.45022844245529925,6.6765474426349485,75.6739998517869,0
HH_001,2025-01-02 05:00:00,0.39303916853189946,7.775639343214805,70.74289918285783,0
HH_001,2025-01-02 06:00:00,0.8403722566499395,8.139047174306814,65.53511565645334,0
HH_001,2025-01-02 07:00:00,0.5655016055954423,12.784748189004233,69.44982465316886,0
HH_001,2025-01-02 08:00:00,0.6810701732319293,11.02136125554401,69.66889289321385,0
HH_001,2025-01-02 09:00:00,0.4459190677834266,10.490316879627143,67.40934515749306,0
HH_001,2025-01-02 10:00:00,0.2738499251408813,14.275424460805693,63.60338666269609,0
HH_001,2025-01-02 11:00:00,0.37032887798871184,12.038768742440567,60.63813697634267,0
HH_001,2025-01-02 12:00:00,0.21223059794559287,14.819004100295796,63.78000810240554,0
HH_001,2025-01-02 13:00:00,0.4194719582312245,11.965805211987519,67.53571980243625,0
HH_001,2025-01-02 14:00:00,0.3103635371467107,13.049328019303264,68.4477887719156,0
HH_001,2025-01-02 15:00:00,0.22694721011983665,15.200602251610867,68.40589263990239,0
HH_001,2025-01-02 16:00:00,0.22853332217173314,15.613408577781781,62.874545910063574,0
HH_001,2025-01-02 17:00:00,0.8813822058104293,14.127086639182055,62.62396493308803,0
HH_001,2025-01-02 18:00:00,0.774529747202323,12.86813466906855,68.56910029861423,0
HH_001,2025-01-02 19:00:00,0.8805086000365465,11.62522772967706,70.14216507197622,0
HH_001,2025-01-02 20:00:00,1.09320059550727,8.82382410709977,70.67970526927604,0
HH_001,2025-01-02 21:00:00,1.0922890058374455,8.926564599648763,64.67933804745337,0
HH_001,2025-01-02 22:00:00,0.5725645713731583,8.35064893621123,69.27854269902416,0
HH_001,2025-01-02 23:00:00,0.49146807657591535,9.798863307233095,72.78424263251203,0
HH_001,2025-01-03 00:00:00,0.3468389883857127,8.01776779596809,75.13535553368001,0
HH_001,2025-01-03 01:00:00,0.6090463672312512,4.458178438552781,76.45514506561841,0
HH_001,2025-01-03 02:00:00,0.4697340236659745,7.452567930845347,74.74953957846954,0
HH_001,2025-01-03 03:00:00,0.5236868317832445,6.525115250972407,75.14557439742566,0
HH_001,2025-01-03 04:00:00,0.4511295392291682,6.4869573611564615,73.92829732487205,0
HH_001,2025-01-03 05:00:00,0.39418788227054147,9.055529285268266,74.9677496839743,0
HH_001,2025-01-03 06:00:00,0.7765301387131868,10.512941260497081,72.85537596609616,0
HH_001,2025-01-03 07:00:00,0.8053541508770676,11.32808597501737,70.95632340825739,0
HH_001,2025-01-03 08:00:00,0.7863110357256502,9.707615691919196,68.71167261421128,0
HH_001,2025-01-03 09:00:00,0.4118847630886641,11.537899593386415,68.51832187025876,0
HH_001,2025-01-03 10:00:00,0.3010829585363405,13.4633371238585,68.57055314814124,0
HH_001,2025-01-03 11:00:00,0.25608429625739093,15.258186792182883,66.9250926286222,0
HH_001,2025-01-03 12:00:00,0.25870717482549405,13.711782235122975,66.50233632849388,0
HH_001,2025-01-03 13:00:00,0.23710699307528543,14.551656816913702,68.90850062948945,0
HH_001,2025-01-03 14:00:00,0.33116449295136763,13.306939515744112,65.51227077986319,0
HH_001,2025-01-03 15:00:00,0.3448519536680177,13.03583534578842,62.93333948401643,0
